population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,57,Belarus,3,Both,22,All ages,973,Substance use disorders,3,Rate,2002,32.888423931331985,35.0350487787841,30.853597154799203
1,All Population,1,Deaths,57,Belarus,3,Both,22,All ages,973,Substance use disorders,3,Rate,2003,33.81777709402292,35.91368861886286,31.741386859192133
1,All Population,1,Deaths,55,Slovenia,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,31.503934739146036,33.58527579009554,29.1802233506743
1,All Population,1,Deaths,42,Central Europe,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2006,19.962042448438435,20.85127694639746,19.095838793011204
1,All Population,1,Deaths,78,Denmark,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,17.906712650928753,19.19782885669203,16.74488686678016
1,All Population,1,Deaths,396,San Marino,3,Both,22,All ages,973,Substance use disorders,3,Rate,2001,0.35739367333529404,0.5096403132684739,0.2455251070706983
1,All Population,1,Deaths,46,Croatia,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,22.480555313052438,23.91655103393704,21.06664738268893
1,All Population,1,Deaths,42,Central Europe,3,Both,22,All ages,973,Substance use disorders,3,Rate,2004,6.472201422106712,6.758379298540012,6.207533755567737
1,All Population,1,Deaths,90,Norway,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,13.978555179754881,15.506425148025679,12.758785877377719
1,All Population,1,Deaths,54,Slovakia,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2002,18.763109896654836,21.595112185069603,16.173130663489204
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,973,Substance use disorders,3,Rate,2003,2.224426446959399,3.3165552661222883,1.4623937499919089
1,All Population,1,Deaths,396,San Marino,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2002,10.870504577914758,14.022415040022656,8.27640668317184
1,All Population,1,Deaths,79,Finland,3,Both,22,All ages,973,Substance use disorders,3,Rate,2000,16.92519176336216,18.003506365051553,15.878762575293734
1,All Population,1,Deaths,57,Belarus,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2002,56.48625947107317,59.1231325747943,53.79197003710544
1,All Population,1,Deaths,91,Portugal,3,Both,22,All ages,973,Substance use disorders,3,Rate,2004,2.5175939287450575,2.7602326485487425,2.2910973248993
1,All Population,1,Deaths,88,Malta,3,Both,22,All ages,973,Substance use disorders,3,Rate,2002,1.6897087710454166,2.051211274929124,1.378578804355014
1,All Population,1,Deaths,43,Albania,3,Both,22,All ages,973,Substance use disorders,3,Rate,2002,1.5908801123860166,2.033189429375338,1.2283192374618481
1,All Population,1,Deaths,76,Belgium,3,Both,22,All ages,973,Substance use disorders,3,Rate,2002,5.2248466638915,5.510822551515436,4.951920056863764
1,All Population,1,Deaths,396,San Marino,3,Both,22,All ages,973,Substance use disorders,3,Rate,2002,0.35371439879226596,0.5159912675537817,0.2466868400649196
1,All Population,1,Deaths,50,Montenegro,3,Both,22,All ages,973,Substance use disorders,3,Rate,2000,1.6393739042284876,2.1491305196790376,1.2628252879663506
1,All Population,1,Deaths,89,Netherlands,3,Both,22,All ages,973,Substance use disorders,3,Rate,2001,3.1119781225791647,3.340598800723538,2.906715859867445
1,All Population,1,Deaths,57,Belarus,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,52.33790977359655,54.770674860458776,49.9426087328567
1,All Population,1,Deaths,367,Monaco,3,Both,22,All ages,973,Substance use disorders,3,Rate,2002,0.26409372483252413,0.4138801799087912,0.16311386798384636
1,All Population,1,Deaths,49,North Macedonia,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2000,12.632806513952541,14.563503203898298,11.018780023752404
1,All Population,1,Deaths,77,Cyprus,3,Both,22,All ages,973,Substance use disorders,3,Rate,2001,1.830028539014752,2.556501948917018,1.3149631133670896
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,973,Substance use disorders,3,Rate,2004,2.205284653601216,3.1349006346706996,1.499274600553436
1,All Population,1,Deaths,42,Central Europe,3,Both,22,All ages,973,Substance use disorders,3,Rate,2005,6.793172748258116,7.099609463817437,6.478854212747165
1,All Population,1,Deaths,367,Monaco,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2002,17.576749478938368,24.554860859134724,11.876440484691836
1,All Population,1,Deaths,44,Bosnia and Herzegovina,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2000,16.741526498171964,19.46886546294686,14.053424874088742
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2003,13.28755606209566,17.225116722607904,10.05340260959144
